"REF_DATE","GEO","DGUID","Selected livestock","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1966","New Brunswick","2016A000213","Total hens and chickens","Number of animals","Number","223","units","0","v62727674","5.25.2","1338828","","","","0"
"1966","New Brunswick","2016A000213","Total hens and chickens","Average number","Number","223","units","0","v62727675","5.25.3","353","","","","0"
"1966","Quebec","2016A000224","Total cattle","Number of farms reporting","Number","223","units","0","v62727679","6.1.1","65887","","","","0"
"1966","Quebec","2016A000224","Total cattle","Number of animals","Number","223","units","0","v62727680","6.1.2","1797646","","","","0"
"1966","Quebec","2016A000224","Total cattle","Average number","Number","223","units","0","v62727681","6.1.3","27","","","","0"
"1966","Quebec","2016A000224","Total pigs","Number of farms reporting","Number","223","units","0","v62727700","6.8.1","30683","","","","0"
"1966","Quebec","2016A000224","Total pigs","Number of animals","Number","223","units","0","v62727701","6.8.2","1173687","","","","0"
"1966","Quebec","2016A000224","Total pigs","Average number","Number","223","units","0","v62727702","6.8.3","38","","","","0"
"1966","Quebec","2016A000224","Total sheep","Number of farms reporting","Number","223","units","0","v62727712","6.12.1","5059","","","","0"
"1966","Quebec","2016A000224","Total sheep","Number of animals","Number","223","units","0","v62727713","6.12.2","112438","","","","0"
"1966","Quebec","2016A000224","Total sheep","Average number","Number","223","units","0","v62727714","6.12.3","22","","","","0"
"1966","Quebec","2016A000224","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727724","6.16.1","32432","","","","0"
"1966","Quebec","2016A000224","Horses and ponies","Number of animals","Number","223","units","0","v62727725","6.16.2","62138","","","","0"
"1966","Quebec","2016A000224","Horses and ponies","Average number","Number","223","units","0","v62727726","6.16.3","2","","","","0"
"1966","Quebec","2016A000224","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727751","6.25.1","31908","","","","0"
"1966","Quebec","2016A000224","Total hens and chickens","Number of animals","Number","223","units","0","v62727752","6.25.2","18399326","","","","0"
"1966","Quebec","2016A000224","Total hens and chickens","Average number","Number","223","units","0","v62727753","6.25.3","577","","","","0"
"1966","Ontario","2016A000235","Total cattle","Number of farms reporting","Number","223","units","0","v62727757","7.1.1","79906","","","","0"
"1966","Ontario","2016A000235","Total cattle","Number of animals","Number","223","units","0","v62727758","7.1.2","3136956","","","","0"
"1966","Ontario","2016A000235","Total cattle","Average number","Number","223","units","0","v62727759","7.1.3","39","","","","0"
"1966","Ontario","2016A000235","Total pigs","Number of farms reporting","Number","223","units","0","v62727778","7.8.1","41827","","","","0"
"1966","Ontario","2016A000235","Total pigs","Number of animals","Number","223","units","0","v62727779","7.8.2","1935595","","","","0"
"1966","Ontario","2016A000235","Total pigs","Average number","Number","223","units","0","v62727780","7.8.3","46","","","","0"
"1966","Ontario","2016A000235","Total sheep","Number of farms reporting","Number","223","units","0","v62727790","7.12.1","5794","","","","0"
"1966","Ontario","2016A000235","Total sheep","Number of animals","Number","223","units","0","v62727791","7.12.2","265396","","","","0"
"1966","Ontario","2016A000235","Total sheep","Average number","Number","223","units","0","v62727792","7.12.3","46","","","","0"
"1966","Ontario","2016A000235","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727802","7.16.1","25366","","","","0"
"1966","Ontario","2016A000235","Horses and ponies","Number of animals","Number","223","units","0","v62727803","7.16.2","75355","","","","0"
"1966","Ontario","2016A000235","Horses and ponies","Average number","Number","223","units","0","v62727804","7.16.3","3","","","","0"
"1966","Ontario","2016A000235","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727829","7.25.1","36494","","","","0"
"1966","Ontario","2016A000235","Total hens and chickens","Number of animals","Number","223","units","0","v62727830","7.25.2","25308639","","","","0"
"1966","Ontario","2016A000235","Total hens and chickens","Average number","Number","223","units","0","v62727831","7.25.3","694","","","","0"
"1966","Manitoba","2016A000246","Total cattle","Number of farms reporting","Number","223","units","0","v62727835","8.1.1","28389","","","","0"
"1966","Manitoba","2016A000246","Total cattle","Number of animals","Number","223","units","0","v62727836","8.1.2","1151179","","","","0"
"1966","Manitoba","2016A000246","Total cattle","Average number","Number","223","units","0","v62727837","8.1.3","41","","","","0"
"1966","Manitoba","2016A000246","Total pigs","Number of farms reporting","Number","223","units","0","v62727856","8.8.1","16048","","","","0"
"1966","Manitoba","2016A000246","Total pigs","Number of animals","Number","223","units","0","v62727857","8.8.2","499192","","","","0"
"1966","Manitoba","2016A000246","Total pigs","Average number","Number","223","units","0","v62727858","8.8.3","31","","","","0"
"1966","Manitoba","2016A000246","Total sheep","Number of farms reporting","Number","223","units","0","v62727868","8.12.1","1071","","","","0"
"1966","Manitoba","2016A000246","Total sheep","Number of animals","Number","223","units","0","v62727869","8.12.2","50499","","","","0"
"1966","Manitoba","2016A000246","Total sheep","Average number","Number","223","units","0","v62727870","8.12.3","47","","","","0"
"1966","Manitoba","2016A000246","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727880","8.16.1","14149","","","","0"
"1966","Manitoba","2016A000246","Horses and ponies","Number of animals","Number","223","units","0","v62727881","8.16.2","37015","","","","0"
"1966","Manitoba","2016A000246","Horses and ponies","Average number","Number","223","units","0","v62727882","8.16.3","3","","","","0"
"1966","Manitoba","2016A000246","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727907","8.25.1","17181","","","","0"
"1966","Manitoba","2016A000246","Total hens and chickens","Number of animals","Number","223","units","0","v62727908","8.25.2","5844235","","","","0"
"1966","Manitoba","2016A000246","Total hens and chickens","Average number","Number","223","units","0","v62727909","8.25.3","340","","","","0"
"1966","Saskatchewan","2016A000247","Total cattle","Number of farms reporting","Number","223","units","0","v62727913","9.1.1","54672","","","","0"
"1966","Saskatchewan","2016A000247","Total cattle","Number of animals","Number","223","units","0","v62727914","9.1.2","2397979","","","","0"
"1966","Saskatchewan","2016A000247","Total cattle","Average number","Number","223","units","0","v62727915","9.1.3","44","","","","0"
"1966","Saskatchewan","2016A000247","Total pigs","Number of farms reporting","Number","223","units","0","v62727934","9.8.1","26987","","","","0"
"1966","Saskatchewan","2016A000247","Total pigs","Number of animals","Number","223","units","0","v62727935","9.8.2","488173","","","","0"
"1966","Saskatchewan","2016A000247","Total pigs","Average number","Number","223","units","0","v62727936","9.8.3","18","","","","0"
"1966","Saskatchewan","2016A000247","Total sheep","Number of farms reporting","Number","223","units","0","v62727946","9.12.1","1984","","","","0"
"1966","Saskatchewan","2016A000247","Total sheep","Number of animals","Number","223","units","0","v62727947","9.12.2","127799","","","","0"
"1966","Saskatchewan","2016A000247","Total sheep","Average number","Number","223","units","0","v62727948","9.12.3","64","","","","0"
"1966","Saskatchewan","2016A000247","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727958","9.16.1","28174","","","","0"
"1966","Saskatchewan","2016A000247","Horses and ponies","Number of animals","Number","223","units","0","v62727959","9.16.2","74674","","","","0"
"1966","Saskatchewan","2016A000247","Horses and ponies","Average number","Number","223","units","0","v62727960","9.16.3","3","","","","0"
"1966","Saskatchewan","2016A000247","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727985","9.25.1","39573","","","","0"
"1966","Saskatchewan","2016A000247","Total hens and chickens","Number of animals","Number","223","units","0","v62727986","9.25.2","5393149","","","","0"
"1966","Saskatchewan","2016A000247","Total hens and chickens","Average number","Number","223","units","0","v62727987","9.25.3","136","","","","0"
"1966","Alberta","2016A000248","Total cattle","Number of farms reporting","Number","223","units","0","v62727991","10.1.1","52944","","","","0"
"1966","Alberta","2016A000248","Total cattle","Number of animals","Number","223","units","0","v62727992","10.1.2","3439734","","","","0"
"1966","Alberta","2016A000248","Total cattle","Average number","Number","223","units","0","v62727993","10.1.3","65","","","","0"
"1966","Alberta","2016A000248","Total pigs","Number of farms reporting","Number","223","units","0","v62728012","10.8.1","28544","","","","0"
"1966","Alberta","2016A000248","Total pigs","Number of animals","Number","223","units","0","v62728013","10.8.2","1092672","","","","0"
"1966","Alberta","2016A000248","Total pigs","Average number","Number","223","units","0","v62728014","10.8.3","38","","","","0"
"1966","Alberta","2016A000248","Total sheep","Number of farms reporting","Number","223","units","0","v62728024","10.12.1","3203","","","","0"
"1966","Alberta","2016A000248","Total sheep","Number of animals","Number","223","units","0","v62728025","10.12.2","301397","","","","0"
"1966","Alberta","2016A000248","Total sheep","Average number","Number","223","units","0","v62728026","10.12.3","94","","","","0"
"1966","Alberta","2016A000248","Horses and ponies","Number of farms reporting","Number","223","units","0","v62728036","10.16.1","24764","","","","0"
"1966","Alberta","2016A000248","Horses and ponies","Number of animals","Number","223","units","0","v62728037","10.16.2","93729","","","","0"
"1966","Alberta","2016A000248","Horses and ponies","Average number","Number","223","units","0","v62728038","10.16.3","4","","","","0"
"1966","Alberta","2016A000248","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62728063","10.25.1","34247","","","","0"
"1966","Alberta","2016A000248","Total hens and chickens","Number of animals","Number","223","units","0","v62728064","10.25.2","8440447","","","","0"
"1966","Alberta","2016A000248","Total hens and chickens","Average number","Number","223","units","0","v62728065","10.25.3","246","","","","0"
"1966","British Columbia","2016A000259","Total cattle","Number of farms reporting","Number","223","units","0","v62728069","11.1.1","11025","","","","0"
"1966","British Columbia","2016A000259","Total cattle","Number of animals","Number","223","units","0","v62728070","11.1.2","546013","","","","0"
"1966","British Columbia","2016A000259","Total cattle","Average number","Number","223","units","0","v62728071","11.1.3","50","","","","0"
"1966","British Columbia","2016A000259","Total pigs","Number of farms reporting","Number","223","units","0","v62728090","11.8.1","2240","","","","0"
"1966","British Columbia","2016A000259","Total pigs","Number of animals","Number","223","units","0","v62728091","11.8.2","37422","","","","0"
"1966","British Columbia","2016A000259","Total pigs","Average number","Number","223","units","0","v62728092","11.8.3","17","","","","0"
"1966","British Columbia","2016A000259","Total sheep","Number of farms reporting","Number","223","units","0","v62728102","11.12.1","1113","","","","0"
"1966","British Columbia","2016A000259","Total sheep","Number of animals","Number","223","units","0","v62728103","11.12.2","65919","","","","0"
"1966","British Columbia","2016A000259","Total sheep","Average number","Number","223","units","0","v62728104","11.12.3","59","","","","0"
"1966","British Columbia","2016A000259","Horses and ponies","Number of farms reporting","Number","223","units","0","v62728114","11.16.1","5243","","","","0"
"1966","British Columbia","2016A000259","Horses and ponies","Number of animals","Number","223","units","0","v62728115","11.16.2","26521","","","","0"
"1966","British Columbia","2016A000259","Horses and ponies","Average number","Number","223","units","0","v62728116","11.16.3","5","","","","0"
"1966","British Columbia","2016A000259","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62728141","11.25.1","7060","","","","0"
"1966","British Columbia","2016A000259","Total hens and chickens","Number of animals","Number","223","units","0","v62728142","11.25.2","7345821","","","","0"
"1966","British Columbia","2016A000259","Total hens and chickens","Average number","Number","223","units","0","v62728143","11.25.3","1040","","","","0"
"1971","Canada","2016A000011124","Total cattle","Number of farms reporting","Number","223","units","0","v62727289","1.1.1","248751","","","","0"
"1971","Canada","2016A000011124","Total cattle","Number of animals","Number","223","units","0","v62727290","1.1.2","13277997","","","","0"
"1971","Canada","2016A000011124","Total cattle","Average number","Number","223","units","0","v62727291","1.1.3","53","","","","0"
"1971","Canada","2016A000011124","Total pigs","Number of farms reporting","Number","223","units","0","v62727310","1.8.1","122479","","","","0"
"1971","Canada","2016A000011124","Total pigs","Number of animals","Number","223","units","0","v62727311","1.8.2","8106923","","","","0"
"1971","Canada","2016A000011124","Total pigs","Average number","Number","223","units","0","v62727312","1.8.3","66","","","","0"
"1971","Canada","2016A000011124","Total sheep","Number of farms reporting","Number","223","units","0","v62727322","1.12.1","14090","","","","0"
"1971","Canada","2016A000011124","Total sheep","Number of animals","Number","223","units","0","v62727323","1.12.2","860789","","","","0"
"1971","Canada","2016A000011124","Total sheep","Average number","Number","223","units","0","v62727324","1.12.3","61","","","","0"
"1971","Canada","2016A000011124","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727334","1.16.1","111254","","","","0"
"1971","Canada","2016A000011124","Horses and ponies","Number of animals","Number","223","units","0","v62727335","1.16.2","354251","","","","0"
"1971","Canada","2016A000011124","Horses and ponies","Average number","Number","223","units","0","v62727336","1.16.3","3","","","","0"
"1971","Canada","2016A000011124","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727361","1.25.1","119589","","","","0"
"1971","Canada","2016A000011124","Total hens and chickens","Number of animals","Number","223","units","0","v62727362","1.25.2","87535792","","","","0"
"1971","Canada","2016A000011124","Total hens and chickens","Average number","Number","223","units","0","v62727363","1.25.3","732","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total cattle","Number of farms reporting","Number","223","units","0","v62727367","2.1.1","560","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total cattle","Number of animals","Number","223","units","0","v62727368","2.1.2","7138","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total cattle","Average number","Number","223","units","0","v62727369","2.1.3","13","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total pigs","Number of farms reporting","Number","223","units","0","v62727388","2.8.1","171","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total pigs","Number of animals","Number","223","units","0","v62727389","2.8.2","14639","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total pigs","Average number","Number","223","units","0","v62727390","2.8.3","86","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total sheep","Number of farms reporting","Number","223","units","0","v62727400","2.12.1","306","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total sheep","Number of animals","Number","223","units","0","v62727401","2.12.2","9384","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total sheep","Average number","Number","223","units","0","v62727402","2.12.3","31","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727412","2.16.1","474","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Horses and ponies","Number of animals","Number","223","units","0","v62727413","2.16.2","629","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Horses and ponies","Average number","Number","223","units","0","v62727414","2.16.3","1","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727439","2.25.1","258","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total hens and chickens","Number of animals","Number","223","units","0","v62727440","2.25.2","808919","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total hens and chickens","Average number","Number","223","units","0","v62727441","2.25.3","3135","","","","0"
"1971","Prince Edward Island","2016A000211","Total cattle","Number of farms reporting","Number","223","units","0","v62727445","3.1.1","3692","","","","0"
"1971","Prince Edward Island","2016A000211","Total cattle","Number of animals","Number","223","units","0","v62727446","3.1.2","106062","","","","0"
"1971","Prince Edward Island","2016A000211","Total cattle","Average number","Number","223","units","0","v62727447","3.1.3","29","","","","0"
"1971","Prince Edward Island","2016A000211","Total pigs","Number of farms reporting","Number","223","units","0","v62727466","3.8.1","2046","","","","0"
"1971","Prince Edward Island","2016A000211","Total pigs","Number of animals","Number","223","units","0","v62727467","3.8.2","100936","","","","0"
"1971","Prince Edward Island","2016A000211","Total pigs","Average number","Number","223","units","0","v62727468","3.8.3","49","","","","0"
"1971","Prince Edward Island","2016A000211","Total sheep","Number of farms reporting","Number","223","units","0","v62727478","3.12.1","241","","","","0"
"1971","Prince Edward Island","2016A000211","Total sheep","Number of animals","Number","223","units","0","v62727479","3.12.2","8484","","","","0"
"1971","Prince Edward Island","2016A000211","Total sheep","Average number","Number","223","units","0","v62727480","3.12.3","35","","","","0"
"1971","Prince Edward Island","2016A000211","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727490","3.16.1","1532","","","","0"
"1971","Prince Edward Island","2016A000211","Horses and ponies","Number of animals","Number","223","units","0","v62727491","3.16.2","2941","","","","0"
"1971","Prince Edward Island","2016A000211","Horses and ponies","Average number","Number","223","units","0","v62727492","3.16.3","2","","","","0"
"1971","Prince Edward Island","2016A000211","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727517","3.25.1","1235","","","","0"
"1971","Prince Edward Island","2016A000211","Total hens and chickens","Number of animals","Number","223","units","0","v62727518","3.25.2","268642","","","","0"
"1971","Prince Edward Island","2016A000211","Total hens and chickens","Average number","Number","223","units","0","v62727519","3.25.3","218","","","","0"
"1971","Nova Scotia","2016A000212","Total cattle","Number of farms reporting","Number","223","units","0","v62727523","4.1.1","4614","","","","0"
"1971","Nova Scotia","2016A000212","Total cattle","Number of animals","Number","223","units","0","v62727524","4.1.2","130920","","","","0"
"1971","Nova Scotia","2016A000212","Total cattle","Average number","Number","223","units","0","v62727525","4.1.3","28","","","","0"
"1971","Nova Scotia","2016A000212","Total pigs","Number of farms reporting","Number","223","units","0","v62727544","4.8.1","1271","","","","0"
"1971","Nova Scotia","2016A000212","Total pigs","Number of animals","Number","223","units","0","v62727545","4.8.2","79765","","","","0"
"1971","Nova Scotia","2016A000212","Total pigs","Average number","Number","223","units","0","v62727546","4.8.3","63","","","","0"
"1971","Nova Scotia","2016A000212","Total sheep","Number of farms reporting","Number","223","units","0","v62727556","4.12.1","647","","","","0"
"1971","Nova Scotia","2016A000212","Total sheep","Number of animals","Number","223","units","0","v62727557","4.12.2","35837","","","","0"
"1971","Nova Scotia","2016A000212","Total sheep","Average number","Number","223","units","0","v62727558","4.12.3","55","","","","0"
"1971","Nova Scotia","2016A000212","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727568","4.16.1","1794","","","","0"
"1971","Nova Scotia","2016A000212","Horses and ponies","Number of animals","Number","223","units","0","v62727569","4.16.2","3717","","","","0"
"1971","Nova Scotia","2016A000212","Horses and ponies","Average number","Number","223","units","0","v62727570","4.16.3","2","","","","0"
"1971","Nova Scotia","2016A000212","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727595","4.25.1","1472","","","","0"
"1971","Nova Scotia","2016A000212","Total hens and chickens","Number of animals","Number","223","units","0","v62727596","4.25.2","3055813","","","","0"
"1971","Nova Scotia","2016A000212","Total hens and chickens","Average number","Number","223","units","0","v62727597","4.25.3","2076","","","","0"
"1971","New Brunswick","2016A000213","Total cattle","Number of farms reporting","Number","223","units","0","v62727601","5.1.1","4020","","","","0"
"1971","New Brunswick","2016A000213","Total cattle","Number of animals","Number","223","units","0","v62727602","5.1.2","112686","","","","0"
"1971","New Brunswick","2016A000213","Total cattle","Average number","Number","223","units","0","v62727603","5.1.3","28","","","","0"
"1971","New Brunswick","2016A000213","Total pigs","Number of farms reporting","Number","223","units","0","v62727622","5.8.1","1728","","","","0"
"1971","New Brunswick","2016A000213","Total pigs","Number of animals","Number","223","units","0","v62727623","5.8.2","56330","","","","0"
"1971","New Brunswick","2016A000213","Total pigs","Average number","Number","223","units","0","v62727624","5.8.3","33","","","","0"
"1971","New Brunswick","2016A000213","Total sheep","Number of farms reporting","Number","223","units","0","v62727634","5.12.1","366","","","","0"
"1971","New Brunswick","2016A000213","Total sheep","Number of animals","Number","223","units","0","v62727635","5.12.2","17256","","","","0"
"1971","New Brunswick","2016A000213","Total sheep","Average number","Number","223","units","0","v62727636","5.12.3","47","","","","0"
"1971","New Brunswick","2016A000213","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727646","5.16.1","1873","","","","0"
"1971","New Brunswick","2016A000213","Horses and ponies","Number of animals","Number","223","units","0","v62727647","5.16.2","4055","","","","0"
"1971","New Brunswick","2016A000213","Horses and ponies","Average number","Number","223","units","0","v62727648","5.16.3","2","","","","0"
"1971","New Brunswick","2016A000213","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727673","5.25.1","1686","","","","0"
"1971","New Brunswick","2016A000213","Total hens and chickens","Number of animals","Number","223","units","0","v62727674","5.25.2","1761982","","","","0"
"1971","New Brunswick","2016A000213","Total hens and chickens","Average number","Number","223","units","0","v62727675","5.25.3","1045","","","","0"
"1971","Quebec","2016A000224","Total cattle","Number of farms reporting","Number","223","units","0","v62727679","6.1.1","48620","","","","0"
"1971","Quebec","2016A000224","Total cattle","Number of animals","Number","223","units","0","v62727680","6.1.2","1780773","","","","0"
"1971","Quebec","2016A000224","Total cattle","Average number","Number","223","units","0","v62727681","6.1.3","37","","","","0"
"1971","Quebec","2016A000224","Total pigs","Number of farms reporting","Number","223","units","0","v62727700","6.8.1","17428","","","","0"
"1971","Quebec","2016A000224","Total pigs","Number of animals","Number","223","units","0","v62727701","6.8.2","1383581","","","","0"
"1971","Quebec","2016A000224","Total pigs","Average number","Number","223","units","0","v62727702","6.8.3","79","","","","0"
"1971","Quebec","2016A000224","Total sheep","Number of farms reporting","Number","223","units","0","v62727712","6.12.1","2060","","","","0"
"1971","Quebec","2016A000224","Total sheep","Number of animals","Number","223","units","0","v62727713","6.12.2","88425","","","","0"
"1971","Quebec","2016A000224","Total sheep","Average number","Number","223","units","0","v62727714","6.12.3","43","","","","0"
"1971","Quebec","2016A000224","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727724","6.16.1","19886","","","","0"
"1971","Quebec","2016A000224","Horses and ponies","Number of animals","Number","223","units","0","v62727725","6.16.2","43543","","","","0"
"1971","Quebec","2016A000224","Horses and ponies","Average number","Number","223","units","0","v62727726","6.16.3","2","","","","0"
"1971","Quebec","2016A000224","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727751","6.25.1","16670","","","","0"
"1971","Quebec","2016A000224","Total hens and chickens","Number of animals","Number","223","units","0","v62727752","6.25.2","22586143","","","","0"
"1971","Quebec","2016A000224","Total hens and chickens","Average number","Number","223","units","0","v62727753","6.25.3","1355","","","","0"
"1971","Ontario","2016A000235","Total cattle","Number of farms reporting","Number","223","units","0","v62727757","7.1.1","64295","","","","0"
"1971","Ontario","2016A000235","Total cattle","Number of animals","Number","223","units","0","v62727758","7.1.2","3082015","","","","0"
"1971","Ontario","2016A000235","Total cattle","Average number","Number","223","units","0","v62727759","7.1.3","48","","","","0"
"1971","Ontario","2016A000235","Total pigs","Number of farms reporting","Number","223","units","0","v62727778","7.8.1","30626","","","","0"
"1971","Ontario","2016A000235","Total pigs","Number of animals","Number","223","units","0","v62727779","7.8.2","2361667","","","","0"
"1971","Ontario","2016A000235","Total pigs","Average number","Number","223","units","0","v62727780","7.8.3","77","","","","0"
"1971","Ontario","2016A000235","Total sheep","Number of farms reporting","Number","223","units","0","v62727790","7.12.1","4409","","","","0"
"1971","Ontario","2016A000235","Total sheep","Number of animals","Number","223","units","0","v62727791","7.12.2","216271","","","","0"
"1971","Ontario","2016A000235","Total sheep","Average number","Number","223","units","0","v62727792","7.12.3","49","","","","0"
"1971","Ontario","2016A000235","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727802","7.16.1","23308","","","","0"
"1971","Ontario","2016A000235","Horses and ponies","Number of animals","Number","223","units","0","v62727803","7.16.2","79869","","","","0"
"1971","Ontario","2016A000235","Horses and ponies","Average number","Number","223","units","0","v62727804","7.16.3","3","","","","0"
"1971","Ontario","2016A000235","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727829","7.25.1","22236","","","","0"
"1971","Ontario","2016A000235","Total hens and chickens","Number of animals","Number","223","units","0","v62727830","7.25.2","31509963","","","","0"
"1971","Ontario","2016A000235","Total hens and chickens","Average number","Number","223","units","0","v62727831","7.25.3","1417","","","","0"
"1971","Manitoba","2016A000246","Total cattle","Number of farms reporting","Number","223","units","0","v62727835","8.1.1","22434","","","","0"
"1971","Manitoba","2016A000246","Total cattle","Number of animals","Number","223","units","0","v62727836","8.1.2","1138075","","","","0"
"1971","Manitoba","2016A000246","Total cattle","Average number","Number","223","units","0","v62727837","8.1.3","51","","","","0"
"1971","Manitoba","2016A000246","Total pigs","Number of farms reporting","Number","223","units","0","v62727856","8.8.1","14201","","","","0"
"1971","Manitoba","2016A000246","Total pigs","Number of animals","Number","223","units","0","v62727857","8.8.2","1070571","","","","0"
"1971","Manitoba","2016A000246","Total pigs","Average number","Number","223","units","0","v62727858","8.8.3","75","","","","0"
"1971","Manitoba","2016A000246","Total sheep","Number of farms reporting","Number","223","units","0","v62727868","8.12.1","752","","","","0"
"1971","Manitoba","2016A000246","Total sheep","Number of animals","Number","223","units","0","v62727869","8.12.2","42500","","","","0"
"1971","Manitoba","2016A000246","Total sheep","Average number","Number","223","units","0","v62727870","8.12.3","57","","","","0"
"1971","Manitoba","2016A000246","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727880","8.16.1","11040","","","","0"
"1971","Manitoba","2016A000246","Horses and ponies","Number of animals","Number","223","units","0","v62727881","8.16.2","33104","","","","0"
"1971","Manitoba","2016A000246","Horses and ponies","Average number","Number","223","units","0","v62727882","8.16.3","3","","","","0"
"1971","Manitoba","2016A000246","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727907","8.25.1","12487","","","","0"
"1971","Manitoba","2016A000246","Total hens and chickens","Number of animals","Number","223","units","0","v62727908","8.25.2","6677815","","","","0"
"1971","Manitoba","2016A000246","Total hens and chickens","Average number","Number","223","units","0","v62727909","8.25.3","535","","","","0"
"1971","Saskatchewan","2016A000247","Total cattle","Number of farms reporting","Number","223","units","0","v62727913","9.1.1","45577","","","","0"
"1971","Saskatchewan","2016A000247","Total cattle","Number of animals","Number","223","units","0","v62727914","9.1.2","2645032","","","","0"
"1971","Saskatchewan","2016A000247","Total cattle","Average number","Number","223","units","0","v62727915","9.1.3","58","","","","0"
"1971","Saskatchewan","2016A000247","Total pigs","Number of farms reporting","Number","223","units","0","v62727934","9.8.1","26075","","","","0"
"1971","Saskatchewan","2016A000247","Total pigs","Number of animals","Number","223","units","0","v62727935","9.8.2","1145274","","","","0"
"1971","Saskatchewan","2016A000247","Total pigs","Average number","Number","223","units","0","v62727936","9.8.3","44","","","","0"
"1971","Saskatchewan","2016A000247","Total sheep","Number of farms reporting","Number","223","units","0","v62727946","9.12.1","1690","","","","0"
"1971","Saskatchewan","2016A000247","Total sheep","Number of animals","Number","223","units","0","v62727947","9.12.2","144594","","","","0"
"1971","Saskatchewan","2016A000247","Total sheep","Average number","Number","223","units","0","v62727948","9.12.3","86","","","","0"
"1971","Saskatchewan","2016A000247","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727958","9.16.1","22776","","","","0"
"1971","Saskatchewan","2016A000247","Horses and ponies","Number of animals","Number","223","units","0","v62727959","9.16.2","65123","","","","0"
"1971","Saskatchewan","2016A000247","Horses and ponies","Average number","Number","223","units","0","v62727960","9.16.3","3","","","","0"
"1971","Saskatchewan","2016A000247","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727985","9.25.1","31178","","","","0"
"1971","Saskatchewan","2016A000247","Total hens and chickens","Number of animals","Number","223","units","0","v62727986","9.25.2","5081934","","","","0"
"1971","Saskatchewan","2016A000247","Total hens and chickens","Average number","Number","223","units","0","v62727987","9.25.3","163","","","","0"
"1971","Alberta","2016A000248","Total cattle","Number of farms reporting","Number","223","units","0","v62727991","10.1.1","44575","","","","0"
"1971","Alberta","2016A000248","Total cattle","Number of animals","Number","223","units","0","v62727992","10.1.2","3702125","","","","0"
"1971","Alberta","2016A000248","Total cattle","Average number","Number","223","units","0","v62727993","10.1.3","83","","","","0"
"1971","Alberta","2016A000248","Total pigs","Number of farms reporting","Number","223","units","0","v62728012","10.8.1","26204","","","","0"
"1971","Alberta","2016A000248","Total pigs","Number of animals","Number","223","units","0","v62728013","10.8.2","1815539","","","","0"
"1971","Alberta","2016A000248","Total pigs","Average number","Number","223","units","0","v62728014","10.8.3","69","","","","0"
"1971","Alberta","2016A000248","Total sheep","Number of farms reporting","Number","223","units","0","v62728024","10.12.1","2511","","","","0"
"1971","Alberta","2016A000248","Total sheep","Number of animals","Number","223","units","0","v62728025","10.12.2","244926","","","","0"
"1971","Alberta","2016A000248","Total sheep","Average number","Number","223","units","0","v62728026","10.12.3","98","","","","0"
