"REF_DATE","GEO","DGUID","Selected livestock","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Saskatchewan","2016A000247","Llamas and alpacas","Average number","Number","223","units","0","v62727978","9.22.3","4","","","","0"
"1996","Saskatchewan","2016A000247","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727985","9.25.1","4103","","","","0"
"1996","Saskatchewan","2016A000247","Total hens and chickens","Number of animals","Number","223","units","0","v62727986","9.25.2","3516027","","","","0"
"1996","Saskatchewan","2016A000247","Total hens and chickens","Average number","Number","223","units","0","v62727987","9.25.3","857","","","","0"
"1996","Saskatchewan","2016A000247","Turkeys","Number of farms reporting","Number","223","units","0","v62727988","9.26.1","784","","","","0"
"1996","Saskatchewan","2016A000247","Turkeys","Number of animals","Number","223","units","0","v62727989","9.26.2","296421","","","","0"
"1996","Saskatchewan","2016A000247","Turkeys","Average number","Number","223","units","0","v62727990","9.26.3","378","","","","0"
"1996","Alberta","2016A000248","Total cattle","Number of farms reporting","Number","223","units","0","v62727991","10.1.1","36560","","","","0"
"1996","Alberta","2016A000248","Total cattle","Number of animals","Number","223","units","0","v62727992","10.1.2","5942257","","","","0"
"1996","Alberta","2016A000248","Total cattle","Average number","Number","223","units","0","v62727993","10.1.3","163","","","","0"
"1996","Alberta","2016A000248","Dairy cows","Number of farms reporting","Number","223","units","0","v62727994","10.2.1","2822","","","","0"
"1996","Alberta","2016A000248","Dairy cows","Number of animals","Number","223","units","0","v62727995","10.2.2","102830","","","","0"
"1996","Alberta","2016A000248","Dairy cows","Average number","Number","223","units","0","v62727996","10.2.3","36","","","","0"
"1996","Alberta","2016A000248","Beef cows","Number of farms reporting","Number","223","units","0","v62727997","10.3.1","32048","","","","0"
"1996","Alberta","2016A000248","Beef cows","Number of animals","Number","223","units","0","v62727998","10.3.2","2016889","","","","0"
"1996","Alberta","2016A000248","Beef cows","Average number","Number","223","units","0","v62727999","10.3.3","63","","","","0"
"1996","Alberta","2016A000248","Total heifers","Number of farms reporting","Number","223","units","0","v62728000","10.4.1","23933","","","","0"
"1996","Alberta","2016A000248","Total heifers","Number of animals","Number","223","units","0","v62728001","10.4.2","952563","","","","0"
"1996","Alberta","2016A000248","Total heifers","Average number","Number","223","units","0","v62728002","10.4.3","40","","","","0"
"1996","Alberta","2016A000248","Bulls, 1 year and over","Number of farms reporting","Number","223","units","0","v62728003","10.5.1","28146","","","","0"
"1996","Alberta","2016A000248","Bulls, 1 year and over","Number of animals","Number","223","units","0","v62728004","10.5.2","118600","","","","0"
"1996","Alberta","2016A000248","Bulls, 1 year and over","Average number","Number","223","units","0","v62728005","10.5.3","4","","","","0"
"1996","Alberta","2016A000248","Steers, 1 year and over","Number of farms reporting","Number","223","units","0","v62728006","10.6.1","12855","","","","0"
"1996","Alberta","2016A000248","Steers, 1 year and over","Number of animals","Number","223","units","0","v62728007","10.6.2","892696","","","","0"
"1996","Alberta","2016A000248","Steers, 1 year and over","Average number","Number","223","units","0","v62728008","10.6.3","69","","","","0"
"1996","Alberta","2016A000248","Calves, under 1 year","Number of farms reporting","Number","223","units","0","v62728009","10.7.1","32383","","","","0"
"1996","Alberta","2016A000248","Calves, under 1 year","Number of animals","Number","223","units","0","v62728010","10.7.2","1858679","","","","0"
"1996","Alberta","2016A000248","Calves, under 1 year","Average number","Number","223","units","0","v62728011","10.7.3","57","","","","0"
"1996","Alberta","2016A000248","Total pigs","Number of farms reporting","Number","223","units","0","v62728012","10.8.1","4173","","","","0"
"1996","Alberta","2016A000248","Total pigs","Number of animals","Number","223","units","0","v62728013","10.8.2","1729810","","","","0"
"1996","Alberta","2016A000248","Total pigs","Average number","Number","223","units","0","v62728014","10.8.3","415","","","","0"
"1996","Alberta","2016A000248","Boars","Number of farms reporting","Number","223","units","0","v62728015","10.9.1","2152","","","","0"
"1996","Alberta","2016A000248","Boars","Number of animals","Number","223","units","0","v62728016","10.9.2","11471","","","","0"
"1996","Alberta","2016A000248","Boars","Average number","Number","223","units","0","v62728017","10.9.3","5","","","","0"
"1996","Alberta","2016A000248","Sows and gilts for breeding","Number of farms reporting","Number","223","units","0","v62728018","10.10.1","2453","","","","0"
"1996","Alberta","2016A000248","Sows and gilts for breeding","Number of animals","Number","223","units","0","v62728019","10.10.2","174195","","","","0"
"1996","Alberta","2016A000248","Sows and gilts for breeding","Average number","Number","223","units","0","v62728020","10.10.3","71","","","","0"
"1996","Alberta","2016A000248","All other pigs","Number of farms reporting","Number","223","units","0","v62728021","10.11.1","3871","","","","0"
"1996","Alberta","2016A000248","All other pigs","Number of animals","Number","223","units","0","v62728022","10.11.2","1544144","","","","0"
"1996","Alberta","2016A000248","All other pigs","Average number","Number","223","units","0","v62728023","10.11.3","399","","","","0"
"1996","Alberta","2016A000248","Total sheep","Number of farms reporting","Number","223","units","0","v62728024","10.12.1","2814","","","","0"
"1996","Alberta","2016A000248","Total sheep","Number of animals","Number","223","units","0","v62728025","10.12.2","259817","","","","0"
"1996","Alberta","2016A000248","Total sheep","Average number","Number","223","units","0","v62728026","10.12.3","92","","","","0"
"1996","Alberta","2016A000248","Rams","Number of farms reporting","Number","223","units","0","v62728027","10.13.1","1862","","","","0"
"1996","Alberta","2016A000248","Rams","Number of animals","Number","223","units","0","v62728028","10.13.2","5265","","","","0"
"1996","Alberta","2016A000248","Rams","Average number","Number","223","units","0","v62728029","10.13.3","3","","","","0"
"1996","Alberta","2016A000248","Ewes","Number of farms reporting","Number","223","units","0","v62728030","10.14.1","2596","","","","0"
"1996","Alberta","2016A000248","Ewes","Number of animals","Number","223","units","0","v62728031","10.14.2","111792","","","","0"
"1996","Alberta","2016A000248","Ewes","Average number","Number","223","units","0","v62728032","10.14.3","43","","","","0"
"1996","Alberta","2016A000248","All other sheep","Number of farms reporting","Number","223","units","0","v62728033","10.15.1","2361","","","","0"
"1996","Alberta","2016A000248","All other sheep","Number of animals","Number","223","units","0","v62728034","10.15.2","142760","","","","0"
"1996","Alberta","2016A000248","All other sheep","Average number","Number","223","units","0","v62728035","10.15.3","60","","","","0"
"1996","Alberta","2016A000248","Horses and ponies","Number of farms reporting","Number","223","units","0","v62728036","10.16.1","17951","","","","0"
"1996","Alberta","2016A000248","Horses and ponies","Number of animals","Number","223","units","0","v62728037","10.16.2","149960","","","","0"
"1996","Alberta","2016A000248","Horses and ponies","Average number","Number","223","units","0","v62728038","10.16.3","8","","","","0"
"1996","Alberta","2016A000248","Goats","Number of farms reporting","Number","223","units","0","v62728039","10.17.1","1863","","","","0"
"1996","Alberta","2016A000248","Goats","Number of animals","Number","223","units","0","v62728040","10.17.2","32960","","","","0"
"1996","Alberta","2016A000248","Goats","Average number","Number","223","units","0","v62728041","10.17.3","18","","","","0"
"1996","Alberta","2016A000248","Mink","Number of farms reporting","Number","223","units","0","v62728045","10.19.1","8","","","","0"
"1996","Alberta","2016A000248","Mink","Number of animals","Number","223","units","0","v62728046","10.19.2","44976","","","","0"
"1996","Alberta","2016A000248","Mink","Average number","Number","223","units","0","v62728047","10.19.3","5622","","","","0"
"1996","Alberta","2016A000248","Fox","Number of farms reporting","Number","223","units","0","v62728048","10.20.1","17","","","","0"
"1996","Alberta","2016A000248","Fox","Number of animals","Number","223","units","0","v62728049","10.20.2","1030","","","","0"
"1996","Alberta","2016A000248","Fox","Average number","Number","223","units","0","v62728050","10.20.3","61","","","","0"
"1996","Alberta","2016A000248","Bison","Number of farms reporting","Number","223","units","0","v62728051","10.21.1","334","","","","0"
"1996","Alberta","2016A000248","Bison","Number of animals","Number","223","units","0","v62728052","10.21.2","22782","","","","0"
"1996","Alberta","2016A000248","Bison","Average number","Number","223","units","0","v62728053","10.21.3","68","","","","0"
"1996","Alberta","2016A000248","Llamas and alpacas","Number of farms reporting","Number","223","units","0","v62728054","10.22.1","482","","","","0"
"1996","Alberta","2016A000248","Llamas and alpacas","Number of animals","Number","223","units","0","v62728055","10.22.2","3692","","","","0"
"1996","Alberta","2016A000248","Llamas and alpacas","Average number","Number","223","units","0","v62728056","10.22.3","8","","","","0"
"1996","Alberta","2016A000248","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62728063","10.25.1","5610","","","","0"
"1996","Alberta","2016A000248","Total hens and chickens","Number of animals","Number","223","units","0","v62728064","10.25.2","9485635","","","","0"
"1996","Alberta","2016A000248","Total hens and chickens","Average number","Number","223","units","0","v62728065","10.25.3","1691","","","","0"
"1996","Alberta","2016A000248","Turkeys","Number of farms reporting","Number","223","units","0","v62728066","10.26.1","1180","","","","0"
"1996","Alberta","2016A000248","Turkeys","Number of animals","Number","223","units","0","v62728067","10.26.2","842798","","","","0"
"1996","Alberta","2016A000248","Turkeys","Average number","Number","223","units","0","v62728068","10.26.3","714","","","","0"
"1996","British Columbia","2016A000259","Total cattle","Number of farms reporting","Number","223","units","0","v62728069","11.1.1","9185","","","","0"
"1996","British Columbia","2016A000259","Total cattle","Number of animals","Number","223","units","0","v62728070","11.1.2","814103","","","","0"
"1996","British Columbia","2016A000259","Total cattle","Average number","Number","223","units","0","v62728071","11.1.3","89","","","","0"
"1996","British Columbia","2016A000259","Dairy cows","Number of farms reporting","Number","223","units","0","v62728072","11.2.1","1644","","","","0"
"1996","British Columbia","2016A000259","Dairy cows","Number of animals","Number","223","units","0","v62728073","11.2.2","82008","","","","0"
"1996","British Columbia","2016A000259","Dairy cows","Average number","Number","223","units","0","v62728074","11.2.3","50","","","","0"
"1996","British Columbia","2016A000259","Beef cows","Number of farms reporting","Number","223","units","0","v62728075","11.3.1","6182","","","","0"
"1996","British Columbia","2016A000259","Beef cows","Number of animals","Number","223","units","0","v62728076","11.3.2","273217","","","","0"
"1996","British Columbia","2016A000259","Beef cows","Average number","Number","223","units","0","v62728077","11.3.3","44","","","","0"
"1996","British Columbia","2016A000259","Total heifers","Number of farms reporting","Number","223","units","0","v62728078","11.4.1","5687","","","","0"
"1996","British Columbia","2016A000259","Total heifers","Number of animals","Number","223","units","0","v62728079","11.4.2","114455","","","","0"
"1996","British Columbia","2016A000259","Total heifers","Average number","Number","223","units","0","v62728080","11.4.3","20","","","","0"
"1996","British Columbia","2016A000259","Bulls, 1 year and over","Number of farms reporting","Number","223","units","0","v62728081","11.5.1","4952","","","","0"
"1996","British Columbia","2016A000259","Bulls, 1 year and over","Number of animals","Number","223","units","0","v62728082","11.5.2","18805","","","","0"
"1996","British Columbia","2016A000259","Bulls, 1 year and over","Average number","Number","223","units","0","v62728083","11.5.3","4","","","","0"
"1996","British Columbia","2016A000259","Steers, 1 year and over","Number of farms reporting","Number","223","units","0","v62728084","11.6.1","3577","","","","0"
"1996","British Columbia","2016A000259","Steers, 1 year and over","Number of animals","Number","223","units","0","v62728085","11.6.2","60182","","","","0"
"1996","British Columbia","2016A000259","Steers, 1 year and over","Average number","Number","223","units","0","v62728086","11.6.3","17","","","","0"
"1996","British Columbia","2016A000259","Calves, under 1 year","Number of farms reporting","Number","223","units","0","v62728087","11.7.1","7298","","","","0"
"1996","British Columbia","2016A000259","Calves, under 1 year","Number of animals","Number","223","units","0","v62728088","11.7.2","265436","","","","0"
"1996","British Columbia","2016A000259","Calves, under 1 year","Average number","Number","223","units","0","v62728089","11.7.3","36","","","","0"
"1996","British Columbia","2016A000259","Total pigs","Number of farms reporting","Number","223","units","0","v62728090","11.8.1","1411","","","","0"
"1996","British Columbia","2016A000259","Total pigs","Number of animals","Number","223","units","0","v62728091","11.8.2","174169","","","","0"
"1996","British Columbia","2016A000259","Total pigs","Average number","Number","223","units","0","v62728092","11.8.3","123","","","","0"
"1996","British Columbia","2016A000259","Boars","Number of farms reporting","Number","223","units","0","v62728093","11.9.1","415","","","","0"
"1996","British Columbia","2016A000259","Boars","Number of animals","Number","223","units","0","v62728094","11.9.2","1376","","","","0"
"1996","British Columbia","2016A000259","Boars","Average number","Number","223","units","0","v62728095","11.9.3","3","","","","0"
"1996","British Columbia","2016A000259","Sows and gilts for breeding","Number of farms reporting","Number","223","units","0","v62728096","11.10.1","556","","","","0"
"1996","British Columbia","2016A000259","Sows and gilts for breeding","Number of animals","Number","223","units","0","v62728097","11.10.2","19640","","","","0"
"1996","British Columbia","2016A000259","Sows and gilts for breeding","Average number","Number","223","units","0","v62728098","11.10.3","35","","","","0"
"1996","British Columbia","2016A000259","All other pigs","Number of farms reporting","Number","223","units","0","v62728099","11.11.1","1211","","","","0"
"1996","British Columbia","2016A000259","All other pigs","Number of animals","Number","223","units","0","v62728100","11.11.2","153153","","","","0"
"1996","British Columbia","2016A000259","All other pigs","Average number","Number","223","units","0","v62728101","11.11.3","126","","","","0"
"1996","British Columbia","2016A000259","Total sheep","Number of farms reporting","Number","223","units","0","v62728102","11.12.1","1913","","","","0"
"1996","British Columbia","2016A000259","Total sheep","Number of animals","Number","223","units","0","v62728103","11.12.2","71603","","","","0"
"1996","British Columbia","2016A000259","Total sheep","Average number","Number","223","units","0","v62728104","11.12.3","37","","","","0"
"1996","British Columbia","2016A000259","Rams","Number of farms reporting","Number","223","units","0","v62728105","11.13.1","1178","","","","0"
"1996","British Columbia","2016A000259","Rams","Number of animals","Number","223","units","0","v62728106","11.13.2","2081","","","","0"
"1996","British Columbia","2016A000259","Rams","Average number","Number","223","units","0","v62728107","11.13.3","2","","","","0"
"1996","British Columbia","2016A000259","Ewes","Number of farms reporting","Number","223","units","0","v62728108","11.14.1","1764","","","","0"
"1996","British Columbia","2016A000259","Ewes","Number of animals","Number","223","units","0","v62728109","11.14.2","32631","","","","0"
"1996","British Columbia","2016A000259","Ewes","Average number","Number","223","units","0","v62728110","11.14.3","18","","","","0"
"1996","British Columbia","2016A000259","All other sheep","Number of farms reporting","Number","223","units","0","v62728111","11.15.1","1633","","","","0"
"1996","British Columbia","2016A000259","All other sheep","Number of animals","Number","223","units","0","v62728112","11.15.2","36891","","","","0"
"1996","British Columbia","2016A000259","All other sheep","Average number","Number","223","units","0","v62728113","11.15.3","23","","","","0"
"1996","British Columbia","2016A000259","Horses and ponies","Number of farms reporting","Number","223","units","0","v62728114","11.16.1","7123","","","","0"
"1996","British Columbia","2016A000259","Horses and ponies","Number of animals","Number","223","units","0","v62728115","11.16.2","49305","","","","0"
"1996","British Columbia","2016A000259","Horses and ponies","Average number","Number","223","units","0","v62728116","11.16.3","7","","","","0"
"1996","British Columbia","2016A000259","Goats","Number of farms reporting","Number","223","units","0","v62728117","11.17.1","1135","","","","0"
"1996","British Columbia","2016A000259","Goats","Number of animals","Number","223","units","0","v62728118","11.17.2","13121","","","","0"
"1996","British Columbia","2016A000259","Goats","Average number","Number","223","units","0","v62728119","11.17.3","12","","","","0"
"1996","British Columbia","2016A000259","Mink","Number of farms reporting","Number","223","units","0","v62728123","11.19.1","23","","","","0"
"1996","British Columbia","2016A000259","Mink","Number of animals","Number","223","units","0","v62728124","11.19.2","248602","","","","0"
"1996","British Columbia","2016A000259","Mink","Average number","Number","223","units","0","v62728125","11.19.3","10809","","","","0"
"1996","British Columbia","2016A000259","Fox","Number of farms reporting","Number","223","units","0","v62728126","11.20.1","10","","","","0"
"1996","British Columbia","2016A000259","Fox","Number of animals","Number","223","units","0","v62728127","11.20.2","1241","","","","0"
"1996","British Columbia","2016A000259","Fox","Average number","Number","223","units","0","v62728128","11.20.3","124","","","","0"
"1996","British Columbia","2016A000259","Bison","Number of farms reporting","Number","223","units","0","v62728129","11.21.1","57","","","","0"
"1996","British Columbia","2016A000259","Bison","Number of animals","Number","223","units","0","v62728130","11.21.2","6246","","","","0"
"1996","British Columbia","2016A000259","Bison","Average number","Number","223","units","0","v62728131","11.21.3","110","","","","0"
"1996","British Columbia","2016A000259","Llamas and alpacas","Number of farms reporting","Number","223","units","0","v62728132","11.22.1","254","","","","0"
"1996","British Columbia","2016A000259","Llamas and alpacas","Number of animals","Number","223","units","0","v62728133","11.22.2","2653","","","","0"
"1996","British Columbia","2016A000259","Llamas and alpacas","Average number","Number","223","units","0","v62728134","11.22.3","10","","","","0"
"1996","British Columbia","2016A000259","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62728141","11.25.1","4840","","","","0"
"1996","British Columbia","2016A000259","Total hens and chickens","Number of animals","Number","223","units","0","v62728142","11.25.2","13759261","","","","0"
"1996","British Columbia","2016A000259","Total hens and chickens","Average number","Number","223","units","0","v62728143","11.25.3","2843","","","","0"
"1996","British Columbia","2016A000259","Turkeys","Number of farms reporting","Number","223","units","0","v62728144","11.26.1","601","","","","0"
"1996","British Columbia","2016A000259","Turkeys","Number of animals","Number","223","units","0","v62728145","11.26.2","850680","","","","0"
"1996","British Columbia","2016A000259","Turkeys","Average number","Number","223","units","0","v62728146","11.26.3","1415","","","","0"
"2001","Canada","2016A000011124","Total cattle","Number of farms reporting","Number","223","units","0","v62727289","1.1.1","122066","","","","0"
"2001","Canada","2016A000011124","Total cattle","Number of animals","Number","223","units","0","v62727290","1.1.2","15551449","","","","0"
"2001","Canada","2016A000011124","Total cattle","Average number","Number","223","units","0","v62727291","1.1.3","127","","","","0"
"2001","Canada","2016A000011124","Dairy cows","Number of farms reporting","Number","223","units","0","v62727292","1.2.1","21911","","","","0"
"2001","Canada","2016A000011124","Dairy cows","Number of animals","Number","223","units","0","v62727293","1.2.2","1060965","","","","0"
"2001","Canada","2016A000011124","Dairy cows","Average number","Number","223","units","0","v62727294","1.2.3","48","","","","0"
"2001","Canada","2016A000011124","Beef cows","Number of farms reporting","Number","223","units","0","v62727295","1.3.1","90066","","","","0"
"2001","Canada","2016A000011124","Beef cows","Number of animals","Number","223","units","0","v62727296","1.3.2","4802400","","","","0"
"2001","Canada","2016A000011124","Beef cows","Average number","Number","223","units","0","v62727297","1.3.3","53","","","","0"
"2001","Canada","2016A000011124","Total heifers","Number of farms reporting","Number","223","units","0","v62727298","1.4.1","83914","","","","0"
"2001","Canada","2016A000011124","Total heifers","Number of animals","Number","223","units","0","v62727299","1.4.2","2492996","","","","0"
"2001","Canada","2016A000011124","Total heifers","Average number","Number","223","units","0","v62727300","1.4.3","30","","","","0"
"2001","Canada","2016A000011124","Bulls, 1 year and over","Number of farms reporting","Number","223","units","0","v62727301","1.5.1","78816","","","","0"
"2001","Canada","2016A000011124","Bulls, 1 year and over","Number of animals","Number","223","units","0","v62727302","1.5.2","260218","","","","0"
"2001","Canada","2016A000011124","Bulls, 1 year and over","Average number","Number","223","units","0","v62727303","1.5.3","3","","","","0"
"2001","Canada","2016A000011124","Steers, 1 year and over","Number of farms reporting","Number","223","units","0","v62727304","1.6.1","32884","","","","0"
"2001","Canada","2016A000011124","Steers, 1 year and over","Number of animals","Number","223","units","0","v62727305","1.6.2","1731100","","","","0"
"2001","Canada","2016A000011124","Steers, 1 year and over","Average number","Number","223","units","0","v62727306","1.6.3","53","","","","0"
"2001","Canada","2016A000011124","Calves, under 1 year","Number of farms reporting","Number","223","units","0","v62727307","1.7.1","110397","","","","0"
"2001","Canada","2016A000011124","Calves, under 1 year","Number of animals","Number","223","units","0","v62727308","1.7.2","5203770","","","","0"
"2001","Canada","2016A000011124","Calves, under 1 year","Average number","Number","223","units","0","v62727309","1.7.3","47","","","","0"
"2001","Canada","2016A000011124","Total pigs","Number of farms reporting","Number","223","units","0","v62727310","1.8.1","15472","","","","0"
"2001","Canada","2016A000011124","Total pigs","Number of animals","Number","223","units","0","v62727311","1.8.2","13958772","","","","0"
"2001","Canada","2016A000011124","Total pigs","Average number","Number","223","units","0","v62727312","1.8.3","902","","","","0"
"2001","Canada","2016A000011124","Boars","Number of farms reporting","Number","223","units","0","v62727313","1.9.1","7615","","","","0"
"2001","Canada","2016A000011124","Boars","Number of animals","Number","223","units","0","v62727314","1.9.2","45771","","","","0"
"2001","Canada","2016A000011124","Boars","Average number","Number","223","units","0","v62727315","1.9.3","6","","","","0"
"2001","Canada","2016A000011124","Sows and gilts for breeding","Number of farms reporting","Number","223","units","0","v62727316","1.10.1","8542","","","","0"
"2001","Canada","2016A000011124","Sows and gilts for breeding","Number of animals","Number","223","units","0","v62727317","1.10.2","1410724","","","","0"
"2001","Canada","2016A000011124","Sows and gilts for breeding","Average number","Number","223","units","0","v62727318","1.10.3","165","","","","0"
"2001","Canada","2016A000011124","All other pigs","Number of farms reporting","Number","223","units","0","v62727319","1.11.1","14319","","","","0"
"2001","Canada","2016A000011124","All other pigs","Number of animals","Number","223","units","0","v62727320","1.11.2","12502277","","","","0"
"2001","Canada","2016A000011124","All other pigs","Average number","Number","223","units","0","v62727321","1.11.3","873","","","","0"
"2001","Canada","2016A000011124","Total sheep","Number of farms reporting","Number","223","units","0","v62727322","1.12.1","13232","","","","0"
"2001","Canada","2016A000011124","Total sheep","Number of animals","Number","223","units","0","v62727323","1.12.2","1262448","","","","0"
"2001","Canada","2016A000011124","Total sheep","Average number","Number","223","units","0","v62727324","1.12.3","95","","","","0"
"2001","Canada","2016A000011124","Rams","Number of farms reporting","Number","223","units","0","v62727325","1.13.1","9926","","","","0"
"2001","Canada","2016A000011124","Rams","Number of animals","Number","223","units","0","v62727326","1.13.2","29539","","","","0"
"2001","Canada","2016A000011124","Rams","Average number","Number","223","units","0","v62727327","1.13.3","3","","","","0"
"2001","Canada","2016A000011124","Ewes","Number of farms reporting","Number","223","units","0","v62727328","1.14.1","12510","","","","0"
"2001","Canada","2016A000011124","Ewes","Number of animals","Number","223","units","0","v62727329","1.14.2","621151","","","","0"
"2001","Canada","2016A000011124","Ewes","Average number","Number","223","units","0","v62727330","1.14.3","50","","","","0"
"2001","Canada","2016A000011124","All other sheep","Number of farms reporting","Number","223","units","0","v62727331","1.15.1","11161","","","","0"
"2001","Canada","2016A000011124","All other sheep","Number of animals","Number","223","units","0","v62727332","1.15.2","611758","","","","0"
"2001","Canada","2016A000011124","All other sheep","Average number","Number","223","units","0","v62727333","1.15.3","55","","","","0"
"2001","Canada","2016A000011124","Horses and ponies","Number of farms reporting","Number","223","units","0","v62727334","1.16.1","53925","","","","0"
"2001","Canada","2016A000011124","Horses and ponies","Number of animals","Number","223","units","0","v62727335","1.16.2","460569","","","","0"
"2001","Canada","2016A000011124","Horses and ponies","Average number","Number","223","units","0","v62727336","1.16.3","9","","","","0"
"2001","Canada","2016A000011124","Goats","Number of farms reporting","Number","223","units","0","v62727337","1.17.1","7706","","","","0"
"2001","Canada","2016A000011124","Goats","Number of animals","Number","223","units","0","v62727338","1.17.2","182851","","","","0"
"2001","Canada","2016A000011124","Goats","Average number","Number","223","units","0","v62727339","1.17.3","24","","","","0"
"2001","Canada","2016A000011124","Wild boars","Number of farms reporting","Number","223","units","0","v62727340","1.18.1","505","","","","0"
"2001","Canada","2016A000011124","Wild boars","Number of animals","Number","223","units","0","v62727341","1.18.2","33131","","","","0"
"2001","Canada","2016A000011124","Wild boars","Average number","Number","223","units","0","v62727342","1.18.3","66","","","","0"
"2001","Canada","2016A000011124","Mink","Number of farms reporting","Number","223","units","0","v62727343","1.19.1","218","","","","0"
"2001","Canada","2016A000011124","Mink","Number of animals","Number","223","units","0","v62727344","1.19.2","1349412","","","","0"
"2001","Canada","2016A000011124","Mink","Average number","Number","223","units","0","v62727345","1.19.3","6190","","","","0"
"2001","Canada","2016A000011124","Fox","Number of farms reporting","Number","223","units","0","v62727346","1.20.1","145","","","","0"
"2001","Canada","2016A000011124","Fox","Number of animals","Number","223","units","0","v62727347","1.20.2","15346","","","","0"
"2001","Canada","2016A000011124","Fox","Average number","Number","223","units","0","v62727348","1.20.3","106","","","","0"
"2001","Canada","2016A000011124","Bison","Number of farms reporting","Number","223","units","0","v62727349","1.21.1","1887","","","","0"
"2001","Canada","2016A000011124","Bison","Number of animals","Number","223","units","0","v62727350","1.21.2","145094","","","","0"
"2001","Canada","2016A000011124","Bison","Average number","Number","223","units","0","v62727351","1.21.3","77","","","","0"
"2001","Canada","2016A000011124","Llamas and alpacas","Number of farms reporting","Number","223","units","0","v62727352","1.22.1","3190","","","","0"
"2001","Canada","2016A000011124","Llamas and alpacas","Number of animals","Number","223","units","0","v62727353","1.22.2","25782","","","","0"
"2001","Canada","2016A000011124","Llamas and alpacas","Average number","Number","223","units","0","v62727354","1.22.3","8","","","","0"
"2001","Canada","2016A000011124","Deer","Number of farms reporting","Number","223","units","0","v62727355","1.23.1","809","","","","0"
"2001","Canada","2016A000011124","Deer","Number of animals","Number","223","units","0","v62727356","1.23.2","53258","","","","0"
"2001","Canada","2016A000011124","Deer","Average number","Number","223","units","0","v62727357","1.23.3","66","","","","0"
"2001","Canada","2016A000011124","Elk (wapiti)","Number of farms reporting","Number","223","units","0","v62727358","1.24.1","1172","","","","0"
"2001","Canada","2016A000011124","Elk (wapiti)","Number of animals","Number","223","units","0","v62727359","1.24.2","74478","","","","0"
"2001","Canada","2016A000011124","Elk (wapiti)","Average number","Number","223","units","0","v62727360","1.24.3","64","","","","0"
"2001","Canada","2016A000011124","Total hens and chickens","Number of farms reporting","Number","223","units","0","v62727361","1.25.1","26484","","","","0"
"2001","Canada","2016A000011124","Total hens and chickens","Number of animals","Number","223","units","0","v62727362","1.25.2","126159529","","","","0"
"2001","Canada","2016A000011124","Total hens and chickens","Average number","Number","223","units","0","v62727363","1.25.3","4764","","","","0"
"2001","Canada","2016A000011124","Turkeys","Number of farms reporting","Number","223","units","0","v62727364","1.26.1","4176","","","","0"
"2001","Canada","2016A000011124","Turkeys","Number of animals","Number","223","units","0","v62727365","1.26.2","8115942","","","","0"
"2001","Canada","2016A000011124","Turkeys","Average number","Number","223","units","0","v62727366","1.26.3","1943","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total cattle","Number of farms reporting","Number","223","units","0","v62727367","2.1.1","171","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total cattle","Number of animals","Number","223","units","0","v62727368","2.1.2","9483","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total cattle","Average number","Number","223","units","0","v62727369","2.1.3","55","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Dairy cows","Number of farms reporting","Number","223","units","0","v62727370","2.2.1","63","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Dairy cows","Number of animals","Number","223","units","0","v62727371","2.2.2","4708","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Dairy cows","Average number","Number","223","units","0","v62727372","2.2.3","75","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Beef cows","Number of farms reporting","Number","223","units","0","v62727373","2.3.1","63","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Beef cows","Number of animals","Number","223","units","0","v62727374","2.3.2","649","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Beef cows","Average number","Number","223","units","0","v62727375","2.3.3","10","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total heifers","Number of farms reporting","Number","223","units","0","v62727376","2.4.1","115","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total heifers","Number of animals","Number","223","units","0","v62727377","2.4.2","1804","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total heifers","Average number","Number","223","units","0","v62727378","2.4.3","16","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Bulls, 1 year and over","Number of farms reporting","Number","223","units","0","v62727379","2.5.1","86","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Bulls, 1 year and over","Number of animals","Number","223","units","0","v62727380","2.5.2","145","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Bulls, 1 year and over","Average number","Number","223","units","0","v62727381","2.5.3","2","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Steers, 1 year and over","Number of farms reporting","Number","223","units","0","v62727382","2.6.1","41","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Steers, 1 year and over","Number of animals","Number","223","units","0","v62727383","2.6.2","160","","","","0"
