"REF_DATE","GEO","DGUID","Estimates","Livestock","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1945","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","1880.0","","","t","1"
"1945","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","161.0","","","t","1"
"1945","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1945","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","1578.1","","","","1"
"1946","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6863.2","","","","1"
"1946","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","1417.6","","","","1"
"1946","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","7.6","","","","1"
"1946","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","4.7","","","","1"
"1946","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6855.6","","","","1"
"1946","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","1412.9","","","","1"
"1946","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4252.6","","","","1"
"1946","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","1213.2","","","","1"
"1946","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","2603.0","","","","1"
"1946","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","199.7","","","","1"
"1946","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","653.0","","","t","1"
"1946","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","56.8","","","t","1"
"1946","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","392.4","","","t","1"
"1946","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","74.2","","","t","1"
"1946","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","1557.6","","","t","1"
"1946","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","68.7","","","t","1"
"1946","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1946","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","1417.6","","","","1"
"1947","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","7404.8","","","","1"
"1947","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","1331.7","","","","1"
"1947","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","11.2","","","","1"
"1947","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","6.0","","","","1"
"1947","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","7393.6","","","","1"
"1947","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","1325.7","","","","1"
"1947","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4452.8","","","","1"
"1947","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","900.8","","","","1"
"1947","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","2940.8","","","","1"
"1947","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","424.9","","","","1"
"1947","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","623.9","","","t","1"
"1947","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","62.0","","","t","1"
"1947","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","519.8","","","t","1"
"1947","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","84.1","","","t","1"
"1947","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","1797.1","","","t","1"
"1947","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","278.8","","","t","1"
"1947","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1947","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","1331.7","","","","1"
"1948","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6701.2","","","","1"
"1948","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","1083.3","","","","1"
"1948","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","7.4","","","","1"
"1948","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","51.9","","","","1"
"1948","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6693.8","","","","1"
"1948","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","1031.4","","","","1"
"1948","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4487.6","","","","1"
"1948","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","768.9","","","","1"
"1948","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","2206.2","","","","1"
"1948","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","262.5","","","","1"
"1948","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","582.8","","","t","1"
"1948","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","51.8","","","t","1"
"1948","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","494.3","","","t","1"
"1948","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","71.3","","","t","1"
"1948","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","1129.1","","","t","1"
"1948","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","139.4","","","t","1"
"1948","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1948","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","1083.3","","","","1"
"1949","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6468.5","","","","1"
"1949","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","918.4","","","","1"
"1949","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","2.3","","","","1"
"1949","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","41.4","","","","1"
"1949","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6466.2","","","","1"
"1949","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","877.0","","","","1"
"1949","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4098.6","","","","1"
"1949","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","629.7","","","","1"
"1949","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","2367.6","","","","1"
"1949","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","247.3","","","","1"
"1949","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","486.1","","","t","1"
"1949","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","40.7","","","t","1"
"1949","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","446.9","","","t","1"
"1949","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","48.2","","","t","1"
"1949","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","1434.6","","","t","1"
"1949","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","158.4","","","t","1"
"1949","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1949","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","918.4","","","","1"
"1950","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6794.4","","","","1"
"1950","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","829.3","","","","1"
"1950","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","1.6","","","","1"
"1950","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","87.6","","","","1"
"1950","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6792.8","","","","1"
"1950","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","741.7","","","","1"
"1950","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4405.1","","","","1"
"1950","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","521.1","","","","1"
"1950","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","2387.7","","","","1"
"1950","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","220.6","","","","1"
"1950","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","507.5","","","t","1"
"1950","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","31.2","","","t","1"
"1950","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","451.1","","","t","1"
"1950","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","45.3","","","t","1"
"1950","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","1429.1","","","t","1"
"1950","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","144.1","","","t","1"
"1950","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1950","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","829.3","","","","1"
"1951","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6757.1","","","","1"
"1951","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","615.9","","","","1"
"1951","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","4.3","","","","1"
"1951","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","31.7","","","","1"
"1951","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6752.8","","","","1"
"1951","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","584.2","","","","1"
"1951","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4488.0","","","","1"
"1951","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","438.5","","","","1"
"1951","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","2264.8","","","","1"
"1951","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","145.7","","","","1"
"1951","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","530.8","","","t","1"
"1951","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","19.0","","","t","1"
"1951","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","415.8","","","t","1"
"1951","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","24.7","","","t","1"
"1951","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","1318.2","","","t","1"
"1951","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","102.0","","","t","1"
"1951","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1951","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","615.9","","","","1"
"1952","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","8058.1","","","","1"
"1952","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","674.3","","","","1"
"1952","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","0.7","","","","1"
"1952","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","0.7","","","","1"
"1952","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","8057.4","","","","1"
"1952","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","673.6","","","","1"
"1952","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","6234.1","","","","1"
"1952","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","513.0","","","","1"
"1952","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","1823.3","","","","1"
"1952","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","160.6","","","","1"
"1952","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","536.0","","","t","1"
"1952","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","21.7","","","t","1"
"1952","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","390.7","","","t","1"
"1952","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","26.2","","","t","1"
"1952","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","896.6","","","t","1"
"1952","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","112.7","","","t","1"
"1952","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1952","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","674.3","","","","1"
"1953","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6219.4","","","","1"
"1953","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","694.9","","","","1"
"1953","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","21.1","","","","1"
"1953","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","2.3","","","","1"
"1953","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6198.3","","","","1"
"1953","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","692.6","","","","1"
"1953","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4611.3","","","","1"
"1953","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","543.4","","","","1"
"1953","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","1587.0","","","","1"
"1953","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","149.2","","","","1"
"1953","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","427.9","","","t","1"
"1953","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","21.4","","","t","1"
"1953","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","326.5","","","t","1"
"1953","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","29.0","","","t","1"
"1953","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","832.6","","","t","1"
"1953","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","98.8","","","t","1"
"1953","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","0.0","","","","1"
"1953","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","694.9","","","","1"
"1954","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6170.2","","","","1"
"1954","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","714.6","","","","1"
"1954","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","26.5","","","","1"
"1954","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","2.4","","","","1"
"1954","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6143.7","","","","1"
"1954","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","720.7","","","","1"
"1954","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4679.2","","","","1"
"1954","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","562.6","","","","1"
"1954","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","1464.5","","","","1"
"1954","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","158.1","","","","1"
"1954","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","325.6","","","t","1"
"1954","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","22.5","","","t","1"
"1954","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","307.2","","","t","1"
"1954","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","29.5","","","t","1"
"1954","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","831.7","","","t","1"
"1954","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","106.1","","","t","1"
"1954","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","8.5","","","","1"
"1954","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","723.1","","","","1"
"1955","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6941.1","","","","1"
"1955","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","744.9","","","","1"
"1955","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","8.9","","","","1"
"1955","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","8.9","","","","1"
"1955","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6932.2","","","","1"
"1955","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","754.9","","","","1"
"1955","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","5543.8","","","","1"
"1955","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","591.6","","","","1"
"1955","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","1388.4","","","","1"
"1955","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","163.3","","","","1"
"1955","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","330.8","","","t","1"
"1955","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","23.9","","","t","1"
"1955","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","264.7","","","t","1"
"1955","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","33.8","","","t","1"
"1955","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","792.9","","","t","1"
"1955","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","105.6","","","t","1"
"1955","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","18.9","","","","1"
"1955","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","763.8","","","","1"
"1956","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6859.8","","","","1"
"1956","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","757.4","","","","1"
"1956","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","1.7","","","","1"
"1956","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","5.1","","","","1"
"1956","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6858.2","","","","1"
"1956","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","770.9","","","","1"
"1956","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","5548.3","","","","1"
"1956","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","600.0","","","","1"
"1956","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","1309.9","","","","1"
"1956","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","170.9","","","","1"
"1956","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","286.8","","","t","1"
"1956","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","22.3","","","t","1"
"1956","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","200.8","","","t","1"
"1956","Canada","2016A000011124","Sold, killed and sold","Sheep and lambs","Head","148","thousands","3","v62145","1.9.2","32.3","","","t","1"
"1956","Canada","2016A000011124","Other uninspected slaughterings","Hogs","Head","148","thousands","3","v61848","1.10.1","822.3","","","t","1"
"1956","Canada","2016A000011124","Other uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62146","1.10.2","116.3","","","t","1"
"1956","Canada","2016A000011124","Imported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62138","1.11.2","18.6","","","","1"
"1956","Canada","2016A000011124","Total supply","Sheep and lambs","Head","148","thousands","3","v62139","1.12.2","776.0","","","","1"
"1957","Canada","2016A000011124","Estimated farm output","Hogs","Head","148","thousands","3","v61841","1.3.1","6297.3","","","","1"
"1957","Canada","2016A000011124","Estimated farm output","Sheep and lambs","Head","148","thousands","3","v62137","1.3.2","752.0","","","","1"
"1957","Canada","2016A000011124","Exported alive, farm production","Hogs","Head","148","thousands","3","v61842","1.4.1","1.9","","","","1"
"1957","Canada","2016A000011124","Exported alive, farm production","Sheep and lambs","Head","148","thousands","3","v62140","1.4.2","17.8","","","","1"
"1957","Canada","2016A000011124","Total slaughterings, farm and meat production","Hogs","Head","148","thousands","3","v61843","1.5.1","6295.4","","","","1"
"1957","Canada","2016A000011124","Total slaughterings, farm and meat production","Sheep and lambs","Head","148","thousands","3","v62141","1.5.2","762.8","","","","1"
"1957","Canada","2016A000011124","Inspected slaughterings","Hogs","Head","148","thousands","3","v61844","1.6.1","4971.5","","","","1"
"1957","Canada","2016A000011124","Inspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62142","1.6.2","581.9","","","","1"
"1957","Canada","2016A000011124","Uninspected slaughterings","Hogs","Head","148","thousands","3","v61845","1.7.1","1323.9","","","","1"
"1957","Canada","2016A000011124","Uninspected slaughterings","Sheep and lambs","Head","148","thousands","3","v62143","1.7.2","180.9","","","","1"
"1957","Canada","2016A000011124","Farm use, killed and eaten","Hogs","Head","148","thousands","3","v61846","1.8.1","322.3","","","t","1"
"1957","Canada","2016A000011124","Farm use, killed and eaten","Sheep and lambs","Head","148","thousands","3","v62144","1.8.2","21.2","","","t","1"
"1957","Canada","2016A000011124","Sold, killed and sold","Hogs","Head","148","thousands","3","v61847","1.9.1","187.1","","","t","1"
